"Station Name","EUREKA A"
"Province","NUNAVUT"
"Latitude","79.98"
"Longitude","-85.93"
"Elevation","10.40"
"Climate Identifier","2401200"
"WMO Identifier","71917"
"TC Identifier","WEU"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1981-04","1981","04","-24.9","","-32.9","","-28.9","","-10.8","","-43.5","","0.0","","3.6","","3.6","","4","","13","","91",""
"1981-05","1981","05","-6.0","","-12.4","","-9.2","","3.5","","-20.0","","0.0","","3.0","","3.0","","1","","1","","59",""
"1981-06","1981","06","8.2","","1.6","","4.9","","17.2","","-3.0","","5.0","","0.0","T","5.0","","0","","28","","72",""
"1981-07","1981","07","9.1","","2.7","","5.9","","15.3","","0.2","","8.9","","0.0","T","8.9","","0","","18","","89",""
"1981-08","1981","08","4.0","","0.0","","2.0","","10.7","","-4.9","S","17.5","","13.1","","30.6","","0","T","18","","87",""
"1981-09","1981","09","-3.6","","-9.8","","-6.7","","3.1","","-21.8","","0.6","","15.6","","14.8","","7","","13","","85",""
"1981-10","1981","10","-15.5","","-24.2","","-19.9","","-0.5","","-32.2","","0.0","","5.6","","5.3","","9","","27","","74",""
"1981-11","1981","11","-19.7","","-28.2","","-24.0","","-10.9","","-38.9","","0.0","","6.5","","5.9","","16","","11","","119",""
"1981-12","1981","12","-24.9","","-33.3","","-29.1","","-8.4","","-39.5","","0.0","","1.5","","1.5","","16","","13","","85",""
"1982-01","1982","01","-28.7","","-36.3","","-32.5","","-9.6","","-45.3","","0.0","","2.6","","2.4","","13","","18","","107",""
"1982-02","1982","02","-36.4","","-41.7","","-39.1","","-25.0","","-46.6","","0.0","","0.0","T","0.0","T","14","","28","","96",""
"1982-03","1982","03","-34.0","","-41.1","","-37.6","","-20.1","","-47.9","","0.0","","1.4","","1.4","","15","","18","","76",""
"1982-04","1982","04","-27.1","","-35.1","","-31.1","","-19.4","","-43.5","","0.0","","3.1","","3.1","","17","","30","","52",""
"1982-05","1982","05","-9.5","","-16.1","","-12.8","","1.3","","-28.6","","0.0","","2.1","","2.1","","8","","15","S","56","S"
"1982-06","1982","06","5.6","","0.1","","2.9","","12.5","","-6.1","","8.3","","0.0","T","8.3","","0","","16","","61",""
"1982-07","1982","07","8.0","","2.2","","5.1","","14.2","","-0.9","","5.6","","0.0","T","5.6","","0","","33","","70",""
"1982-08","1982","08","4.2","","0.3","","2.3","","11.0","","-2.3","","13.5","","2.5","","16.0","","1","","15","S","56","S"
"1982-09","1982","09","-5.1","","-10.5","","-7.8","","1.6","","-20.8","","0.6","","10.8","","11.2","","3","","13","","69",""
"1982-10","1982","10","-18.5","","-25.9","","-22.2","","-8.3","","-37.2","","0.0","","27.8","","14.3","","7","","34","","43",""
"1982-11","1982","11","-31.4","","-38.5","","-35.0","","-7.8","","-46.5","","0.0","","4.1","","1.9","","6","","28","","56",""
"1982-12","1982","12","-33.6","","-40.5","","-37.1","","-22.5","","-50.0","","0.0","","3.4","","1.2","","6","","29","S","57","S"
"1983-01","1983","01","-32.3","","-39.2","","-35.8","","-21.5","","-47.0","S","0.0","","6.0","","2.2","","10","","31","","111",""
"1983-02","1983","02","-34.7","","-40.8","","-37.8","","-17.2","","-50.2","","0.0","","3.2","","2.2","","16","","14","","91",""
"1983-03","1983","03","-31.2","","-37.2","","-34.2","","-22.1","","-47.4","","","M","","M","","M","","M","13","","106",""
"1983-04","1983","04","-23.4","","-30.6","","-27.0","","-14.1","","-42.4","","0.0","","5.2","","3.2","","13","","14","","80",""
"1983-05","1983","05","-9.8","","-17.2","","-13.5","","2.0","","-26.6","","0.0","","3.1","","1.9","","6","","18","","70",""
"1983-06","1983","06","4.4","","0.0","","2.2","","11.8","","-4.2","","3.8","","8.1","","10.7","","0","","18","","89",""
"1983-07","1983","07","8.8","","2.7","","5.8","","13.6","","0.0","","7.5","","0.0","T","7.5","","0","","17","","59",""
"1983-08","1983","08","7.2","","1.5","","4.4","","13.2","","-0.7","","12.9","","0.2","","13.1","","0","","23","","59",""
"1983-09","1983","09","-2.3","","-7.7","","-5.0","","4.5","","-18.2","","8.2","","13.9","","18.6","","2","","18","","89",""
"1983-10","1983","10","-21.4","","-27.9","","-24.7","","-11.7","","-41.1","","0.0","","17.4","","13.0","","12","","15","","48","E"
"1983-11","1983","11","-29.7","","-36.8","","-33.3","","-11.2","","-44.5","S","0.0","","2.8","","0.9","","13","","29","","69",""
"1983-12","1983","12","-28.1","","-36.1","","-32.1","","-11.6","","-42.0","S","0.0","","25.0","","11.4","","25","","27","","80",""
"1984-01","1984","01","-36.7","","-44.1","","-40.4","","-22.5","","-48.5","","0.0","","0.8","","0.7","","19","","30","","52",""
"1984-02","1984","02","-41.6","","-46.5","","-44.1","","-27.4","","-49.0","","0.0","","2.3","","0.8","","17","",,"M",,"M"
"1984-03","1984","03","-34.6","","-42.7","","-38.7","","-20.2","","-51.3","","0.0","","2.0","","1.4","","12","","17","","56",""
"1984-04","1984","04","-27.4","","-35.7","","-31.6","","-14.7","","-41.2","","0.0","","1.2","","0.4","","12","","30","","59",""
"1984-05","1984","05","-6.5","","-12.8","","-9.7","","-0.7","","-29.0","","0.0","","4.2","","2.6","","12","","13","","67",""
"1984-06","1984","06","6.0","","0.7","","3.4","","14.8","","-4.4","","11.3","","6.6","","20.9","","0","","16","","57",""
"1984-07","1984","07","8.2","","2.5","","5.4","","15.2","","0.8","","8.5","","0.0","","8.5","","0","","16","","59",""
"1984-08","1984","08","4.6","","0.0","","2.3","","9.5","S","-5.2","","0.6","","6.6","","6.2","","0","T","12","","54",""
"1984-09","1984","09","-5.6","","-11.1","","-8.4","","0.2","S","-22.6","","0.3","","17.8","","13.0","","12","","25","","48",""
"1984-10","1984","10","-17.0","","-24.9","","-21.0","","0.6","","-39.1","","0.0","","23.5","","18.5","","27","","31","","61",""
"1984-11","1984","11","-32.0","","-37.8","","-34.9","","-19.2","","-44.4","","0.0","","2.2","","2.2","","28","","27","","54",""
"1984-12","1984","12","-33.7","","-40.6","","-37.2","","-17.3","","-45.4","","0.0","","3.2","","3.2","","30","","9","","52",""
"1985-01","1985","01","-25.5","","-34.8","","-30.2","","-15.2","","-46.6","","0.0","","2.5","","2.5","","33","","16","","96",""
"1985-02","1985","02","-38.7","","-44.3","","-41.5","","-22.5","","-48.3","","0.0","","1.6","","1.2","","34","","14","","70",""
"1985-03","1985","03","-37.5","","-44.3","","-40.9","","-21.0","","-49.8","S","0.0","","5.2","","3.6","","33","",,"M",,"M"
"1985-04","1985","04","-27.0","","-34.7","","-30.9","","-18.4","","-44.6","","0.0","","4.4","","3.2","","32","","14","","50",""
"1985-05","1985","05","-7.4","","-15.2","","-11.3","","3.7","","-28.7","","0.0","","4.3","","2.5","","21","","27","","39",""
"1985-06","1985","06","4.9","","-0.1","","2.4","","13.1","","-8.3","","0.0","T","0.0","T","0.0","T","0","T","17","","56",""
"1985-07","1985","07","9.8","","3.3","","6.6","","14.5","","0.8","S","20.3","","0.0","","20.3","","0","","17","","52",""
"1985-08","1985","08","3.2","","-1.6","","0.8","","9.3","","-10.5","","2.0","","9.1","","10.0","","0","T","15","","69",""
"1985-09","1985","09","-0.8","","-6.5","","-3.7","","4.5","","-19.5","","12.0","","17.0","","25.5","","4","","19","","72",""
"1985-10","1985","10","-19.3","","-26.8","","-23.1","","-7.3","","-37.3","","0.0","","13.7","","13.7","","16","","24","","70",""
"1985-11","1985","11","-31.2","","-38.1","","-34.7","","-14.4","","-41.1","","0.0","","0.6","","0.6","","12","","35","","63",""
"1985-12","1985","12","-29.5","","-37.2","","-33.4","","-11.3","","-43.6","","0.0","","0.8","","0.4","","13","","3","","50",""
"1986-01","1986","01","-38.6","","-43.7","","-41.2","","-29.2","","-50.7","","0.0","","2.0","","1.6","","13","","32","","52",""
"1986-02","1986","02","-28.5","","-37.2","","-32.9","","-15.4","","-42.4","","0.0","","10.5","","9.2","","19","","19","","81",""
"1986-03","1986","03","-38.4","","-45.2","","-41.8","","-28.0","","-50.3","S","0.0","","2.2","","1.8","","21","","2","","57",""
"1986-04","1986","04","-22.4","","-31.4","","-26.9","","-12.2","","-42.4","","0.0","","1.8","","1.8","","22","","27","","65",""
"1986-05","1986","05","-6.7","","-13.5","","-10.1","","3.7","","-21.6","","0.0","","1.4","","1.0","","12","","14","","52",""
"1986-06","1986","06","2.0","","-2.7","","-0.4","","8.4","","-11.3","","0.0","T","1.6","","1.6","","0","","16","","72",""
"1986-07","1986","07","6.9","","1.6","","4.3","","11.3","","-0.3","","6.4","","0.0","T","6.4","","0","","16","","63",""
"1986-08","1986","08","5.0","","0.7","","2.9","","9.7","","-5.7","","17.0","","5.2","","21.2","","1","","33","","76",""
"1986-09","1986","09","-8.1","","-15.1","","-11.6","","-1.2","","-28.6","","0.0","T","10.2","","7.7","","9","","27","","46",""
"1986-10","1986","10","-23.1","","-29.7","","-26.4","","-17.0","","-39.9","","0.0","","6.4","","6.2","","13","","27","","63",""
"1986-11","1986","11","-28.3","","-36.3","","-32.3","","-15.3","","-43.6","","0.0","","3.8","","3.0","","15","","33","","78",""
"1986-12","1986","12","-29.6","","-37.1","","-33.4","","-20.8","","-45.8","","0.0","","6.0","","5.4","","20","","13","","76",""
"1987-01","1987","01","-31.4","","-39.6","","-35.5","","-17.1","","-48.1","","0.0","","7.8","","7.8","","22","","28","","83",""
"1987-02","1987","02","-41.5","","-48.9","","-45.2","","-31.7","","-55.3","","0.0","","1.0","","1.0","","17","","28","","33",""
"1987-03","1987","03","-36.7","","-42.6","","-39.7","","-23.5","","-47.9","","0.0","","1.8","","1.6","","14","","14","","72",""
"1987-04","1987","04","-29.4","","-37.2","","-33.3","","-21.5","","-42.6","S","0.0","","2.2","","1.2","","14","",,"M",,"M"
"1987-05","1987","05","-9.3","","-16.5","","-12.9","","-1.4","","-30.2","","0.0","","0.4","","0.4","","3","","29","","67",""
"1987-06","1987","06","6.6","","0.6","","3.6","","16.6","","-4.6","","0.6","","1.6","","2.2","","0","","20","S","63","S"
"1987-07","1987","07","9.2","","2.8","","6.0","","15.2","","1.1","S","14.8","","0.4","","15.2","","0","","32","","83",""
"1987-08","1987","08","6.5","","1.5","","4.0","","12.5","","-2.7","","5.2","","3.8","","8.6","","0","T","11","","65",""
"1987-09","1987","09","-4.9","","-12.0","","-8.5","","1.5","","-24.4","","0.2","","6.4","","6.3","","4","","16","","72",""
"1987-10","1987","10","-20.6","","-26.8","","-23.7","","-10.2","","-35.9","","0.0","","4.4","","3.4","","5","","29","","48",""
"1987-11","1987","11","-30.3","","-36.6","","-33.5","","-21.9","","-41.7","","0.0","","5.7","","5.3","","5","","30","","74",""
"1987-12","1987","12","-32.3","","-38.5","","-35.4","","-19.8","","-48.0","","0.0","","5.4","","5.4","","10","","13","","33",""
"1988-01","1988","01","-35.6","","-43.0","","-39.3","","-23.8","","-52.6","","0.0","","3.6","","3.6","","13","","12","","46",""
"1988-02","1988","02","-29.8","","-39.6","","-34.7","","-16.7","","-49.3","","0.0","","4.6","","3.8","","15","","29","","80",""
"1988-03","1988","03","-28.4","","-36.4","","-32.4","","-12.2","","-48.2","","0.0","","0.4","","0.2","","14","","18","","113",""
"1988-04","1988","04","-17.5","","-25.4","","-21.5","","-6.3","S","-42.4","","0.0","","7.0","","4.0","","14","","16","","85",""
"1988-05","1988","05","-4.1","","-9.9","","-7.0","","6.0","","-20.6","","0.0","","0.0","T","0.0","T","0","T","26","","59",""
"1988-06","1988","06","4.3","","-0.2","","2.1","","8.3","","-3.0","","3.7","","1.2","","4.9","","0","","26","","80",""
"1988-07","1988","07","10.6","","3.8","","7.2","","17.5","","1.1","","0.0","T","0.0","","0.0","T","0","","17","","70",""
"1988-08","1988","08","6.2","","1.4","","3.8","","15.6","","-4.4","","0.4","","5.5","","5.9","","1","","16","","85",""
"1988-09","1988","09","-3.6","","-8.9","","-6.3","","2.3","","-16.5","","0.0","","9.5","","8.3","","0","T","18","","109",""
"1988-10","1988","10","-12.1","","-18.9","","-15.5","","-3.0","","-27.5","","0.0","","17.3","","13.0","","6","","26","","63",""
"1988-11","1988","11","-29.0","","-35.3","","-32.2","","-14.3","","-42.6","","0.0","","6.2","","5.4","","9","","26","S","46","S"
"1988-12","1988","12","-30.6","","-38.0","","-34.3","","-19.7","","-47.3","","0.0","","2.0","","2.0","","11","","13","","59",""
"1989-01","1989","01","-39.9","","-45.1","","-42.5","","-22.8","","-52.4","","0.0","","2.2","","2.2","","11","","17","S","57","S"
"1989-02","1989","02","-32.3","","-40.8","","-36.6","","-23.1","","-48.8","","0.0","","13.6","","13.6","","21","","2","S","61","S"
"1989-03","1989","03","-34.8","","-42.3","","-38.6","","-26.2","","-48.0","","0.0","","2.0","","2.0","","21","","30","","61",""
"1989-04","1989","04","-22.3","","-30.1","","-26.2","","-7.9","","-40.8","","0.0","","2.4","","2.4","","20","","17","","87",""
"1989-05","1989","05","-10.5","","-16.5","","-13.5","","3.1","","-29.0","","0.0","","1.6","","1.6","","10","","15","","59",""
"1989-06","1989","06","4.2","","0.1","","2.2","","8.5","","-2.7","","5.8","","6.8","","12.6","","0","","18","","87",""
"1989-07","1989","07","6.7","","1.6","","4.2","","11.9","","-0.5","","35.8","","4.8","","40.2","","0","","16","","80",""
"1989-08","1989","08","5.1","","1.2","","3.2","","8.4","","-1.8","","16.4","","0.8","","17.2","","0","","34","","81",""
"1989-09","1989","09","-5.4","","-10.6","","-8.0","","3.3","","-24.1","","0.0","T","14.2","","10.6","","0","","11","","56",""
"1989-10","1989","10","-19.9","","-27.6","","-23.8","","-6.4","","-36.5","S","0.0","","12.8","","8.8","","11","","27","","59",""
"1989-11","1989","11","-28.3","","-36.1","","-32.2","","-17.0","","-48.2","","0.0","","19.6","","13.2","","22","","29","","67",""
"1989-12","1989","12","-32.7","","-40.3","","-36.5","","-25.4","","-49.8","","0.0","","2.0","","1.6","","17","","31","","67",""
"1990-01","1990","01","-36.1","","-43.1","","-39.6","","-21.3","","-51.5","","0.0","","2.4","","1.4","","19","","28","","43",""
"1990-02","1990","02","-37.3","","-44.3","","-40.8","","-21.7","","-50.1","","0.0","","2.0","","1.4","","16","","13","","63",""
"1990-03","1990","03","-31.3","","-39.4","","-35.4","","-17.4","","-46.2","S","0.0","","2.0","","1.8","","14","","18","","91",""
"1990-04","1990","04","-19.7","","-28.3","","-24.0","","-5.9","","-36.7","","0.0","","22.2","","18.6","","25","","33","","102",""
"1990-05","1990","05","-4.0","","-10.4","","-7.2","","2.3","","-19.8","","0.0","","5.0","","4.2","","18","","17","","81",""
"1990-06","1990","06","7.7","","1.3","","4.5","","15.7","","-5.7","","0.0","","3.2","","2.4","","0","","30","S","50","S"
"1990-07","1990","07","8.7","","2.4","","5.6","","13.2","","0.0","","7.6","","0.0","T","7.6","","0","","33","","63",""
"1990-08","1990","08","6.7","","1.2","","4.0","","15.5","","-1.6","","1.4","","6.4","","6.8","","0","","30","","61",""
"1990-09","1990","09","-3.3","","-8.3","","-5.8","","2.6","","-17.4","","0.0","","5.9","","5.9","","1","","30","","54",""
"1990-10","1990","10","-20.4","","-27.1","","-23.8","","-6.5","","-37.0","","0.0","","9.8","","9.6","","10","","17","","81",""
"1990-11","1990","11","-31.9","","-37.9","","-34.9","","-21.5","","-43.0","","0.0","","2.6","","2.6","","7","","29","","43",""
"1990-12","1990","12","-31.6","","-38.9","","-35.3","","-7.3","","-45.5","","0.0","","1.8","","1.4","","6","","36","","107",""
"1991-01","1991","01","-37.0","","-43.1","","-40.1","","-13.4","","-50.7","","0.0","","1.4","","1.4","","5","","12","","57",""
"1991-02","1991","02","-34.2","","-42.2","","-38.3","","-15.4","","-48.0","","0.0","","2.2","","2.2","","7","","3","","98",""
"1991-03","1991","03","-31.2","","-37.5","","-34.3","","-17.9","","-45.3","S","0.0","","1.4","","1.4","","7","","17","","82",""
"1991-04","1991","04","-21.7","","-29.6","","-25.7","","-11.4","","-37.7","","0.0","","2.0","","1.6","","20","","14","S","52","S"
"1991-05","1991","05","-4.5","","-10.5","","-7.5","","5.7","","-24.7","","0.0","","0.6","","0.6","","0","T","33","","70",""
"1991-06","1991","06","5.2","","1.0","","3.1","","10.2","","-0.4","","9.0","","7.0","","16.0","","0","","17","","76",""
"1991-07","1991","07","10.0","I","2.7","I","6.3","I","16.1","I","0.1","I","6.4","I","0.2","I","6.6","I","","M","16","S","43","S"
"1991-08","1991","08","5.0","","1.1","","3.1","","9.8","","-2.0","","20.8","","5.6","","26.4","","0","T",,"",,""
"1991-09","1991","09","-3.4","","-7.8","","-5.6","","1.1","","-21.5","","0.0","","13.4","","12.4","","4","",,"",,""
"1991-10","1991","10","-16.4","","-23.5","","-20.0","","-5.9","","-32.0","","0.0","","8.4","","8.4","","13","",,"",,""
"1991-11","1991","11","-23.3","","-30.7","","-27.0","","-8.6","","-39.3","","0.0","","5.7","","5.7","","16","",,"",,""
"1991-12","1991","12","-31.9","","-39.1","","-35.5","","-22.4","","-42.8","S","0.0","","3.3","","3.3","","17","",,"",,""
"1992-01","1992","01","-37.3","","-43.9","","-40.6","","-27.4","","-49.1","","0.0","","2.4","","2.4","","18","",,"",,""
"1992-02","1992","02","-34.5","","-42.1","","-38.3","","-23.6","","-47.5","","0.0","","3.4","","1.6","","18","",,"",,""
"1992-03","1992","03","-34.1","","-40.5","","-37.3","","-26.7","","-43.4","S","0.0","","3.0","","3.0","","21","",,"",,""
"1992-04","1992","04","-26.9","","-34.9","","-30.9","","-20.1","","-43.7","","0.0","","0.0","T","0.0","T","18","",,"",,""
"1992-05","1992","05","-11.5","","-17.5","","-14.5","","-2.9","","-29.1","","0.0","","2.2","","2.2","","12","",,"",,""
"1992-06","1992","06","2.9","","-1.7","","0.6","","9.5","","-7.3","","0.0","T","4.6","","4.6","","0","",,"",,""
"1992-07","1992","07","8.0","","2.2","","5.2","","15.1","","-0.3","","18.5","","5.2","","23.7","","0","",,"",,""
"1992-08","1992","08","3.4","","-0.6","","1.4","","6.5","","-5.4","","10.0","","7.0","","16.8","","0","T",,"",,""
"1992-09","1992","09","-4.7","","-9.5","","-7.1","","1.9","","-18.7","","0.0","T","4.9","","4.9","","4","",,"",,""
"1992-10","1992","10","-16.5","","-24.1","","-20.3","","-4.5","","-33.4","","0.0","","2.4","","2.4","","4","",,"",,""
"1992-11","1992","11","-28.2","","-34.5","","-31.4","","-16.8","","-41.8","","0.0","","4.3","","4.3","","8","",,"",,""
"1992-12","1992","12","-29.8","","-36.8","","-33.3","","-20.1","","-41.6","","0.0","","2.6","","2.6","","10","",,"",,""
"1993-01","1993","01","-32.9","","-39.5","","-36.3","","-20.9","","-47.0","S","0.0","","3.4","","3.4","","14","",,"",,""
"1993-02","1993","02","-29.9","","-38.4","","-34.2","","-15.0","","-46.4","","0.0","","0.6","","0.6","","14","",,"",,""
"1993-03","1993","03","-33.0","","-40.1","","-36.6","","-18.8","","-48.9","","0.0","","3.7","","3.7","","17","",,"",,""
"1993-04","1993","04","-20.4","","-28.8","","-24.7","","-13.5","","-39.0","","0.0","","1.6","","1.6","","16","",,"",,""
"1993-05","1993","05","-8.1","","-14.4","","-11.3","","0.8","S","-28.6","","0.0","","6.2","","6.4","","13","",,"",,""
"1993-06","1993","06","6.2","","0.1","","3.2","","16.6","","-6.8","","10.0","","0.0","T","10.0","","0","",,"",,""
"1993-07","1993","07","10.4","","4.1","","7.3","","16.7","","1.5","","10.5","","0.0","","10.5","","0","",,"",,""
"1993-08","1993","08","4.1","","0.2","","2.2","","7.4","","-3.0","","3.5","","7.2","","10.7","","0","",,"",,""
"1993-09","1993","09","-5.4","","-10.9","","-8.2","","4.2","","-25.2","","0.0","","8.2","","5.7","","3","",,"",,""
"1993-10","1993","10","-15.4","","-21.5","","-18.5","","-6.2","","-36.3","","0.0","","4.2","","2.2","","4","",,"",,""
"1993-11","1993","11","-30.1","","-36.5","","-33.3","","-18.9","","-42.0","S","0.0","","7.1","","6.5","","5","",,"",,""
"1993-12","1993","12","-31.5","","-37.6","","-34.6","","-20.4","","-42.5","","0.0","I","1.8","I","1.2","","6","",,"",,""
"1994-01","1994","01","-27.2","","-35.5","","-31.4","","-14.0","","-41.2","","0.0","","0.6","","0.4","","5","",,"I","<31","I"
"1994-02","1994","02","-32.8","","-39.8","","-36.3","","-15.8","","-45.3","","0.0","","1.6","","1.6","","4","",,"I","<31","I"
"1994-03","1994","03","-34.0","","-41.2","","-37.6","","-21.4","","-49.9","","0.0","","2.2","","2.0","","6","",,"I","<31","I"
"1994-04","1994","04","-22.8","","-31.7","","-27.2","","-9.1","","-38.8","","0.0","","3.6","","2.6","","8","",,"I","<31","I"
"1994-05","1994","05","-4.4","","-11.1","","-7.8","","3.6","","-22.5","","0.0","","3.6","","3.6","","3","",,"I","<31","I"
"1994-06","1994","06","6.1","","0.9","","3.5","","17.1","","-3.6","","0.0","T","5.5","","5.5","","0","",,"I","<31","I"
"1994-07","1994","07","8.6","","2.5","","5.6","","17.6","","0.1","","17.1","","0.4","","17.5","","0","",,"I","<31","I"
"1994-08","1994","08","4.9","","0.3","","2.7","","12.7","","-5.4","","13.8","","11.0","","24.8","","1","",,"I","<31","I"
"1994-09","1994","09","-2.8","","-7.2","","-5.0","","2.5","","-16.7","","0.0","T","1.8","","1.8","","0","T",,"I","<31","I"
"1994-10","1994","10","-17.1","","-23.9","","-20.5","","-7.2","","-34.2","","0.0","","6.0","","3.8","","3","",,"I","<31","I"
"1994-11","1994","11","-22.4","","-29.0","","-25.7","","-6.0","","-42.1","","0.0","","2.9","","2.6","","4","",,"I","<31","I"
"1994-12","1994","12","-33.3","","-39.7","","-36.5","","-21.1","","-44.1","","0.0","","4.2","","4.2","","7","",,"I","<31","I"
"1995-01","1995","01","-35.5","","-41.7","","-38.6","","-23.5","","-46.5","","0.0","","0.8","","0.8","","7","",,"I","<31","I"
"1995-02","1995","02","-35.1","","-42.5","","-38.8","","-19.2","","-49.4","S","0.0","","3.7","","3.7","","9","",,"I","<31","I"
"1995-03","1995","03","-35.7","","-42.5","","-39.1","","-21.3","","-52.0","","0.0","","5.5","","5.5","","10","",,"M",,"M"
"1995-04","1995","04","-15.4","","-23.2","","-19.3","","-2.9","","-37.3","","0.0","","0.6","","0.4","","7","",,"I","<31","I"
"1995-05","1995","05","-5.4","","-11.0","","-8.2","","7.5","","-17.5","","0.0","","10.2","","7.2","","5","",,"M",,"M"
"1995-06","1995","06","5.8","","0.5","","3.2","","11.4","","-2.4","","3.5","","3.2","","6.5","","0","",,"M",,"M"
"1995-07","1995","07","11.5","","3.1","","7.3","","18.6","","0.0","","3.1","","0.2","","3.3","","0","",,"",,""
"1995-08","1995","08","6.1","","1.1","","3.6","","11.1","S","-1.9","","7.8","","4.6","","11.2","","0","",,"M",,"M"
"1995-09","1995","09","-1.5","","-6.7","","-4.1","","9.3","","-14.3","","6.0","","18.1","","20.2","","5","",,"M",,"M"
"1995-10","1995","10","-17.6","","-26.3","","-22.0","","-5.6","","-36.0","","0.0","","16.2","","14.2","","13","",,"M",,"M"
"1995-11","1995","11","-23.4","","-31.5","","-27.5","","-6.1","","-38.2","","0.0","","14.0","","11.2","","12","",,"M",,"M"
"1995-12","1995","12","-32.1","","-38.9","","-35.5","","-19.6","","-44.3","","0.0","","2.8","","1.8","","13","",,"M",,"M"
"1996-01","1996","01","-33.2","","-41.5","","-37.3","","-23.4","","-48.7","","0.0","","0.6","","0.4","","11","",,"M",,"M"
"1996-02","1996","02","-29.9","","-38.9","","-34.4","","-18.8","","-46.2","","0.0","","3.4","","2.0","","12","",,"M",,"M"
"1996-03","1996","03","-34.1","","-42.3","","-38.2","","-15.9","","-48.1","","0.0","","3.4","","1.8","","14","",,"M",,"M"
"1996-04","1996","04","-22.1","","-29.8","","-26.0","","-15.0","","-40.4","","0.0","","2.2","","2.0","","15","",,"M",,"M"
"1996-05","1996","05","-6.6","","-13.7","","-10.2","","3.9","","-29.4","","0.0","","0.6","","0.6","","8","",,"",,""
"1996-06","1996","06","3.3","","-1.1","","1.1","","11.3","","-10.0","","13.7","","14.2","","27.7","","0","",,"M",,"M"
"1996-07","1996","07","6.6","","1.5","","4.1","","12.0","","-0.6","","17.6","","5.2","","22.4","","0","",,"M",,"M"
"1996-08","1996","08","2.8","","-0.9","","1.0","","9.0","","-5.8","","2.0","","11.6","","7.7","","0","T",,"M",,"M"
"1996-09","1996","09","-6.1","","-11.9","","-9.0","","0.7","","-25.9","","0.0","T","19.2","","15.0","","8","",,"M",,"M"
"1996-10","1996","10","-19.3","","-26.6","","-23.0","","-6.3","","-38.1","","0.0","","9.4","","5.2","","14","",,"M",,"M"
"1996-11","1996","11","-19.0","","-28.0","","-23.6","","-2.9","","-37.0","","0.0","","6.6","","4.6","","9","",,"M",,"M"
"1996-12","1996","12","-25.6","","-33.1","","-29.3","","-13.0","","-40.2","","0.0","","9.4","","8.1","","14","",,"M",,"M"
"1997-01","1997","01","-33.4","","-41.6","","-37.5","","-23.7","","-48.3","","0.0","","13.2","","12.8","","18","",,"M",,"M"
"1997-02","1997","02","-37.6","","-44.3","","-41.0","","-26.3","","-49.7","","0.0","","2.0","","1.4","","14","",,"M",,"M"
"1997-03","1997","03","-31.4","","-38.5","","-35.0","","-17.3","","-48.5","","0.0","","2.6","","1.6","","14","",,"M",,"M"
"1997-04","1997","04","-19.5","","-28.0","","-23.8","","-5.0","","-43.9","","0.0","","3.2","","2.4","","10","",,"",,""
"1997-05","1997","05","-5.5","","-12.5","","-9.0","","-0.6","","-23.1","","0.0","T","1.6","","1.0","","6","",,"M",,"M"
"1997-06","1997","06","6.1","","0.3","","3.2","","15.6","","-6.1","","4.8","","0.8","","5.6","","0","",,"M",,"M"
"1997-07","1997","07","8.4","","2.6","","5.5","","13.6","","0.1","","37.4","","2.4","","39.8","","0","",,"M",,"M"
"1997-08","1997","08","2.6","E","-1.2","E","0.7","E","7.1","E","-9.9","E","19.0","I","12.6","I","25.6","I","4","",,"M",,"M"
"1997-09","1997","09","-7.3","","-13.4","","-10.4","","-1.4","","-29.7","S","0.0","","23.4","","15.6","","13","",,"M",,"M"
"1997-10","1997","10","-21.1","","-27.4","","-24.3","","-10.0","","-34.6","","0.0","","0.4","","0.4","","10","",,"M",,"M"
"1997-11","1997","11","-21.9","E","-29.1","E","-25.5","E","-7.6","E","-37.3","E","0.0","","6.4","","4.7","","10","",,"M",,"M"
"1997-12","1997","12","-30.8","","-37.2","","-34.0","","-6.8","","-43.0","","0.0","","3.2","","2.7","","13","",,"M",,"M"
"1998-01","1998","01","-33.6","","-40.1","","-36.9","","-16.8","S","-47.6","","0.0","","1.0","","1.0","","11","",,"M",,"M"
"1998-02","1998","02","-35.4","","-42.8","","-39.2","","-16.7","","-47.6","","0.0","","0.4","","0.4","","10","",,"M",,"M"
"1998-03","1998","03","-32.7","","-39.4","","-36.1","","-16.5","","-45.2","","0.0","","0.2","","0.2","","10","",,"M",,"M"
"1998-04","1998","04","-20.3","","-29.0","","-24.7","","-9.9","","-38.1","","0.0","","9.8","","8.4","","15","",,"M",,"M"
